===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-Art                           | Train Loss: 0.6128 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 1.0020 | Train Acc: 0.7143
 Site-Art                           | Train Loss: 0.7666 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.8743 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.5390 | Train Acc: 0.9333
 Site-Art                           | Train Loss: 0.4629 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.3729 | Train Acc: 0.9444
 Site-Art                           | Train Loss: 0.3546 | Train Acc: 0.9387
 Site-Art                           | Train Loss: 0.1224 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.6716 | Train Acc: 0.8333
 Site-RealWorld                     | Train Loss: 0.4379 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5053 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.4070 | Train Acc: 0.9307
 Site-RealWorld                     | Train Loss: 0.2192 | Train Acc: 0.9737
 Site-Clipart                       | Train Loss: 1.0417 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.0158 | Train Acc: 0.7623
 Site-Product                       | Train Loss: 0.3707 | Train Acc: 0.9412
Average Train Accuracy: 0.8832
 Site-Art                           | Val  Loss: 0.4769 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.6026 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.3978 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3083 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.3313 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.3104 | Val  Acc: 0.9800
 Site-Art                           | Val  Loss: 0.2690 | Val  Acc: 0.9846
 Site-Art                           | Val  Loss: 0.4094 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.4636 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.5570 | Val  Acc: 0.8857
 Site-RealWorld                     | Val  Loss: 0.1238 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.1739 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.4008 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.2368 | Val  Acc: 0.9254
 Site-RealWorld                     | Val  Loss: 0.3496 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.2221 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.1898 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.5603 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9159
============ Train epoch 46 ============
 Site-Art                           | Train Loss: 0.7440 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.7439 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.9111 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.8414 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.7688 | Train Acc: 0.7931
 Site-Art                           | Train Loss: 0.4547 | Train Acc: 0.8800
 Site-Art                           | Train Loss: 0.4590 | Train Acc: 0.8866
 Site-Art                           | Train Loss: 0.3672 | Train Acc: 0.9683
 Site-Art                           | Train Loss: 0.3909 | Train Acc: 0.9325
 Site-Art                           | Train Loss: 0.1273 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.4151 | Train Acc: 0.9000
 Site-RealWorld                     | Train Loss: 0.4055 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.6283 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.4136 | Train Acc: 0.9307
 Site-RealWorld                     | Train Loss: 0.1730 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 1.0408 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.0267 | Train Acc: 0.7541
 Site-Product                       | Train Loss: 0.5230 | Train Acc: 0.9294
Average Train Accuracy: 0.8789
 Site-Art                           | Val  Loss: 0.5237 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.4115 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4995 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.2569 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.2957 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.2953 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.2748 | Val  Acc: 0.9538
 Site-Art                           | Val  Loss: 0.4055 | Val  Acc: 0.9524
 Site-Art                           | Val  Loss: 0.4702 | Val  Acc: 0.9074
 Site-Art                           | Val  Loss: 0.5453 | Val  Acc: 0.8929
 Site-RealWorld                     | Val  Loss: 0.0983 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1500 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3355 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.3161 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.3485 | Val  Acc: 0.9307
 Site-Clipart                       | Val  Loss: 1.2285 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.0121 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.5166 | Val  Acc: 0.8750
Average Valid Accuracy: 0.9200
============ Train epoch 47 ============
 Site-Art                           | Train Loss: 0.6269 | Train Acc: 0.9048
 Site-Art                           | Train Loss: 0.7339 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 0.8441 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.6582 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.8805 | Train Acc: 0.8103
 Site-Art                           | Train Loss: 0.5065 | Train Acc: 0.8800
 Site-Art                           | Train Loss: 0.4404 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.3549 | Train Acc: 0.9524
 Site-Art                           | Train Loss: 0.3273 | Train Acc: 0.9755
 Site-Art                           | Train Loss: 0.1180 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.4967 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4216 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.6192 | Train Acc: 0.9265
 Site-RealWorld                     | Train Loss: 0.4835 | Train Acc: 0.8713
 Site-RealWorld                     | Train Loss: 0.1905 | Train Acc: 0.9737
 Site-Clipart                       | Train Loss: 0.8373 | Train Acc: 0.8689
 Site-Clipart                       | Train Loss: 0.8597 | Train Acc: 0.8033
 Site-Product                       | Train Loss: 0.5685 | Train Acc: 0.9059
Average Train Accuracy: 0.8965
 Site-Art                           | Val  Loss: 0.5248 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.5312 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.3849 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.2319 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.2956 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.2834 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 0.2484 | Val  Acc: 0.9692
 Site-Art                           | Val  Loss: 0.4202 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.5156 | Val  Acc: 0.8704
 Site-Art                           | Val  Loss: 0.4840 | Val  Acc: 0.8857
 Site-RealWorld                     | Val  Loss: 0.1238 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.2176 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.3616 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.2929 | Val  Acc: 0.8806
 Site-RealWorld                     | Val  Loss: 0.3262 | Val  Acc: 0.9208
 Site-Clipart                       | Val  Loss: 0.9724 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.0341 | Val  Acc: 0.8025
 Site-Product                       | Val  Loss: 0.5385 | Val  Acc: 0.8571
Average Valid Accuracy: 0.9199
============ Train epoch 48 ============
 Site-Art                           | Train Loss: 0.6736 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 0.6798 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 0.8190 | Train Acc: 0.8286
 Site-Art                           | Train Loss: 0.7384 | Train Acc: 0.8444
 Site-Art                           | Train Loss: 0.8459 | Train Acc: 0.8103
 Site-Art                           | Train Loss: 0.4833 | Train Acc: 0.8800
 Site-Art                           | Train Loss: 0.4988 | Train Acc: 0.8763
 Site-Art                           | Train Loss: 0.3647 | Train Acc: 0.9444
 Site-Art                           | Train Loss: 0.3891 | Train Acc: 0.9448
 Site-Art                           | Train Loss: 0.1139 | Train Acc: 0.9952
 Site-RealWorld                     | Train Loss: 0.3654 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.4026 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.3267 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.4005 | Train Acc: 0.9208
 Site-RealWorld                     | Train Loss: 0.1656 | Train Acc: 0.9803
 Site-Clipart                       | Train Loss: 0.9002 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 0.9568 | Train Acc: 0.7869
 Site-Product                       | Train Loss: 0.5596 | Train Acc: 0.9294
Average Train Accuracy: 0.8908
 Site-Art                           | Val  Loss: 0.5956 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5461 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.3138 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.2996 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.3822 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.3113 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 1.0466 | Val  Acc: 0.9538
 Site-Art                           | Val  Loss: 0.3624 | Val  Acc: 0.9405
 Site-Art                           | Val  Loss: 0.4702 | Val  Acc: 0.9074
 Site-Art                           | Val  Loss: 0.5971 | Val  Acc: 0.8929
 Site-RealWorld                     | Val  Loss: 0.0920 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1574 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2992 | Val  Acc: 0.9778
 Site-RealWorld                     | Val  Loss: 0.2787 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.3224 | Val  Acc: 0.9307
 Site-Clipart                       | Val  Loss: 1.1865 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.1512 | Val  Acc: 0.7160
 Site-Product                       | Val  Loss: 0.5844 | Val  Acc: 0.8571
Average Valid Accuracy: 0.9137
============ Train epoch 49 ============
 Site-Art                           | Train Loss: 0.6098 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 0.6080 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 0.8586 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.7041 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.7114 | Train Acc: 0.8448
 Site-Art                           | Train Loss: 0.4810 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.4979 | Train Acc: 0.8969
 Site-Art                           | Train Loss: 0.3815 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.3087 | Train Acc: 0.9509
 Site-Art                           | Train Loss: 0.0907 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.4739 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.3990 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.4698 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 0.4686 | Train Acc: 0.9010
 Site-RealWorld                     | Train Loss: 0.1422 | Train Acc: 0.9868
 Site-Clipart                       | Train Loss: 0.9378 | Train Acc: 0.7213
 Site-Clipart                       | Train Loss: 0.9307 | Train Acc: 0.8361
 Site-Product                       | Train Loss: 0.3497 | Train Acc: 0.9647
Average Train Accuracy: 0.8841
 Site-Art                           | Val  Loss: 0.4544 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4618 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.3853 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.2565 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.2979 | Val  Acc: 0.9744
 Site-Art                           | Val  Loss: 0.2563 | Val  Acc: 0.9600
 Site-Art                           | Val  Loss: 0.8010 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.3982 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5165 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.4640 | Val  Acc: 0.8929
 Site-RealWorld                     | Val  Loss: 0.1275 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1688 | Val  Acc: 0.9333
 Site-RealWorld                     | Val  Loss: 0.3535 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.2870 | Val  Acc: 0.8955
 Site-RealWorld                     | Val  Loss: 0.3707 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 0.8431 | Val  Acc: 0.9000
 Site-Clipart                       | Val  Loss: 1.1595 | Val  Acc: 0.8272
 Site-Product                       | Val  Loss: 0.5256 | Val  Acc: 0.9107
Average Valid Accuracy: 0.9319
 Best site-Art                       | Epoch:49 | Val Acc: 1.0000
 Best site-Art                       | Epoch:49 | Val Acc: 0.9444
 Best site-Art                       | Epoch:49 | Val Acc: 0.9565
 Best site-Art                       | Epoch:49 | Val Acc: 0.9667
 Best site-Art                       | Epoch:49 | Val Acc: 0.9744
 Best site-Art                       | Epoch:49 | Val Acc: 0.9600
 Best site-Art                       | Epoch:49 | Val Acc: 0.9385
 Best site-Art                       | Epoch:49 | Val Acc: 0.9286
 Best site-Art                       | Epoch:49 | Val Acc: 0.8796
 Best site-Art                       | Epoch:49 | Val Acc: 0.8929
 Best site-RealWorld                 | Epoch:49 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:49 | Val Acc: 0.9333
 Best site-RealWorld                 | Epoch:49 | Val Acc: 0.9556
 Best site-RealWorld                 | Epoch:49 | Val Acc: 0.8955
 Best site-RealWorld                 | Epoch:49 | Val Acc: 0.9109
 Best site-Clipart                   | Epoch:49 | Val Acc: 0.9000
 Best site-Clipart                   | Epoch:49 | Val Acc: 0.8272
 Best site-Product                   | Epoch:49 | Val Acc: 0.9107
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
===2023-08-05 11:50:57===
===2023-08-05 11:51:14===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 10
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
Loading snapshots...
 Test site-Art                       (0)| Epoch:49 | Test Acc: 0.8115
 Test site-RealWorld                 (2)| Epoch:49 | Test Acc: 0.8611
 Test site-Clipart                   (3)| Epoch:49 | Test Acc: 0.6552
